Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,,
2025-09-23 00:00:00+00:00,508.2787170410156,509.2300109863281,514.5900268554688,507.30999755859375,513.7999877929688,19799600
2025-09-24 00:00:00+00:00,509.19696044921875,510.1499938964844,512.47998046875,506.9200134277344,510.3800048828125,13533700
2025-09-25 00:00:00+00:00,506.0827941894531,507.0299987792969,510.010009765625,505.0400085449219,508.29998779296875,15786500
2025-09-26 00:00:00+00:00,510.5045166015625,511.4599914550781,513.9400024414062,506.6199951171875,510.05999755859375,16213100
2025-09-29 00:00:00+00:00,513.6386108398438,514.5999755859375,516.8499755859375,508.8800048828125,511.5,17617800
2025-09-30 00:00:00+00:00,516.982421875,517.9500122070312,518.1599731445312,509.6600036621094,513.239990234375,19728200
2025-10-01 00:00:00+00:00,518.7391357421875,519.7100219726562,520.510009765625,511.69000244140625,514.7999877929688,22632300
2025-10-02 00:00:00+00:00,514.7765502929688,515.739990234375,521.5999755859375,510.67999267578125,517.6400146484375,21222900
2025-10-03 00:00:00+00:00,516.3834838867188,517.3499755859375,520.489990234375,515.0,517.0999755859375,15112300
2025-10-06 00:00:00+00:00,527.5825805664062,528.5700073242188,531.030029296875,518.2000122070312,518.6099853515625,21388600
2025-10-07 00:00:00+00:00,523.0010986328125,523.97998046875,529.7999877929688,521.4400024414062,528.2899780273438,14615200
2025-10-08 00:00:00+00:00,523.8695068359375,524.8499755859375,526.9500122070312,523.0900268554688,523.280029296875,13363400
2025-10-09 00:00:00+00:00,521.4241333007812,522.4000244140625,524.3300170898438,517.4000244140625,522.3400268554688,18343600
2025-10-10 00:00:00+00:00,510.0054626464844,510.9599914550781,523.5800170898438,509.6300048828125,519.6400146484375,24133800
2025-10-13 00:00:00+00:00,513.0896606445312,514.0499877929688,516.4099731445312,511.67999267578125,516.4099731445312,14284200
2025-10-14 00:00:00+00:00,512.610595703125,513.5700073242188,515.280029296875,506.0,510.2300109863281,14684300
2025-10-15 00:00:00+00:00,512.4708251953125,513.4299926757812,517.1900024414062,510.0,514.9600219726562,14694700
2025-10-16 00:00:00+00:00,510.65423583984375,511.6099853515625,516.8499755859375,508.1300048828125,512.5800170898438,15559600
2025-10-17 00:00:00+00:00,512.62060546875,513.5800170898438,515.47998046875,507.30999755859375,509.0400085449219,19867800
2025-10-20 00:00:00+00:00,515.8245239257812,516.7899780273438,518.7000122070312,513.4299926757812,514.6099853515625,14665600
2025-10-21 00:00:00+00:00,516.6929321289062,517.6599731445312,518.6900024414062,513.0399780273438,517.5,15586200
2025-10-22 00:00:00+00:00,519.5675659179688,520.5399780273438,525.22998046875,517.7100219726562,521.1500244140625,18962700
2025-10-23 00:00:00+00:00,519.5875244140625,520.5599975585938,523.9500122070312,518.6099853515625,522.4600219726562,14023500
2025-10-24 00:00:00+00:00,522.6318359375,523.6099853515625,525.3499755859375,520.7100219726562,522.7899780273438,15532400
2025-10-27 00:00:00+00:00,530.527099609375,531.52001953125,534.5800170898438,529.010009765625,531.780029296875,18734700
2025-10-28 00:00:00+00:00,541.057373046875,542.0700073242188,553.719970703125,540.77001953125,550.0,29986700
2025-10-29 00:00:00+00:00,540.538330078125,541.5499877929688,546.27001953125,536.72998046875,544.9400024414062,36023000
2025-10-30 00:00:00+00:00,524.77783203125,525.760009765625,534.969970703125,522.1199951171875,530.47998046875,41023100
2025-10-31 00:00:00+00:00,516.8426513671875,517.8099975585938,529.3200073242188,515.0999755859375,528.8800048828125,34006400
2025-11-03 00:00:00+00:00,516.0641479492188,517.030029296875,524.9600219726562,514.5900268554688,519.8099975585938,22374700
2025-11-04 00:00:00+00:00,513.3692016601562,514.3300170898438,515.5499877929688,507.8399963378906,511.760009765625,20958700
2025-11-05 00:00:00+00:00,506.2125549316406,507.1600036621094,514.8300170898438,506.5799865722656,513.2999877929688,23024300
2025-11-06 00:00:00+00:00,496.1713562011719,497.1000061035156,505.70001220703125,495.80999755859375,505.6600036621094,27406500
2025-11-07 00:00:00+00:00,495.8918762207031,496.82000732421875,499.3800048828125,493.25,496.95001220703125,24019800
2025-11-10 00:00:00+00:00,505.0547180175781,506.0,506.8500061035156,498.79998779296875,500.0400085449219,26101500
2025-11-11 00:00:00+00:00,507.7297058105469,508.67999267578125,509.6000061035156,502.3500061035156,504.79998779296875,17980000
2025-11-12 00:00:00+00:00,510.1851501464844,511.1400146484375,511.6700134277344,499.1199951171875,509.3599853515625,26574900
2025-11-13 00:00:00+00:00,502.34979248046875,503.2900085449219,513.5,501.2900085449219,510.30999755859375,25273100
2025-11-14 00:00:00+00:00,509.2268981933594,510.17999267578125,511.6000061035156,497.44000244140625,498.2300109863281,28505700
2025-11-17 00:00:00+00:00,506.54193115234375,507.489990234375,512.1199951171875,504.9100036621094,508.45001220703125,19092800
2025-11-18 00:00:00+00:00,492.8675537109375,493.7900085449219,502.9800109863281,486.7799987792969,495.3699951171875,33815100
2025-11-19 00:00:00+00:00,486.2099914550781,487.1199951171875,495.19000244140625,482.8299865722656,490.1000061035156,23245300
2025-11-20 00:00:00+00:00,478.42999267578125,478.42999267578125,493.57000732421875,475.5,492.7099914550781,26802500
2025-11-21 00:00:00+00:00,472.1199951171875,472.1199951171875,478.9200134277344,468.2699890136719,478.5,31769200
2025-11-24 00:00:00+00:00,474.0,474.0,476.8999938964844,468.0199890136719,475.0,34421000
2025-11-25 00:00:00+00:00,476.989990234375,476.989990234375,479.1499938964844,464.8900146484375,474.07000732421875,28019800
2025-11-26 00:00:00+00:00,485.5,485.5,488.30999755859375,481.20001220703125,486.30999755859375,25709100
2025-11-28 00:00:00+00:00,492.010009765625,492.010009765625,492.6300048828125,486.6499938964844,487.6000061035156,14386700
2025-12-01 00:00:00+00:00,486.739990234375,486.739990234375,489.8599853515625,484.6499938964844,488.44000244140625,23964000
2025-12-02 00:00:00+00:00,490.0,490.0,493.5,486.32000732421875,486.7200012207031,19562700
2025-12-03 00:00:00+00:00,477.7300109863281,477.7300109863281,484.239990234375,475.20001220703125,476.32000732421875,34615100
2025-12-04 00:00:00+00:00,480.8399963378906,480.8399963378906,481.32000732421875,476.489990234375,479.760009765625,22318200
2025-12-05 00:00:00+00:00,483.1600036621094,483.1600036621094,483.3999938964844,478.8800048828125,482.5199890136719,22608700
2025-12-08 00:00:00+00:00,491.0199890136719,491.0199890136719,492.29998779296875,484.3800048828125,484.8900146484375,21965900
2025-12-09 00:00:00+00:00,492.0199890136719,492.0199890136719,492.1199951171875,488.5,489.1000061035156,14696100
2025-12-10 00:00:00+00:00,478.55999755859375,478.55999755859375,484.25,475.0799865722656,484.0299987792969,35756200
2025-12-11 00:00:00+00:00,483.4700012207031,483.4700012207031,486.0299987792969,475.8599853515625,476.6300048828125,24669200
2025-12-12 00:00:00+00:00,478.5299987792969,478.5299987792969,482.45001220703125,476.3399963378906,479.82000732421875,21248100
2025-12-15 00:00:00+00:00,474.82000732421875,474.82000732421875,480.7200012207031,472.5199890136719,480.1000061035156,23727700
2025-12-16 00:00:00+00:00,476.3900146484375,476.3900146484375,477.8900146484375,470.8800048828125,471.9100036621094,20705600
2025-12-17 00:00:00+00:00,476.1199951171875,476.1199951171875,480.0,475.0,476.9100036621094,24527200
2025-12-18 00:00:00+00:00,483.9800109863281,483.9800109863281,489.6000061035156,477.8900146484375,478.19000244140625,28573500
2025-12-19 00:00:00+00:00,485.9200134277344,485.9200134277344,487.8500061035156,482.489990234375,487.3599853515625,70836100
2025-12-22 00:00:00+00:00,484.9200134277344,484.9200134277344,488.7300109863281,482.69000244140625,486.1199951171875,16963000
2025-12-23 00:00:00+00:00,486.8500061035156,486.8500061035156,487.8299865722656,484.739990234375,484.9800109863281,14683600
2025-12-24 00:00:00+00:00,488.0199890136719,488.0199890136719,489.1600036621094,484.8299865722656,485.67999267578125,5855900
